ano,numero,publicacao,assunto,classificacao,permanente,situacao,validade,servidores,link,alteracao
2019,CPV.0090,05/10/2019,Trata da designação de substituta à função de Diretor-Adjunto em Administração do IFSP-Câmpus Capivari.,S,,extinta,13 a 23 de maio de 2019,,https://drive.ifsp.edu.br/s/M7rYfouQSwJAnWr,
2019,CPV.0091,05/17/2019,Trata da designação dos membros da Comissão Organizadora da VII Semana de Ciência e Tecnologia do IFSP – Câmpus Capivari.,C,,Alterada pela Portaria nº CPV.0132/2019,sem mandado expresso,,https://drive.ifsp.edu.br/s/S0YMbFWmzkG6WVs,altera CPV.0041/2019; 
2019,CPV.0092,05/29/2019,Trata da designação dos membros da Subcomissão Permanente de Acompanhamento da Jornada de Trabalho dos Servidores Técnico-Administrativos do IFSP - Câmpus Capivari.,C,,extinta,encerra em 06 de janeiro de 2022,"Alexandre Camargo Maia;Antonio Carlos da Silva Bomfim;Michele Pereira de Faria;Maria Heloisa Saraiva Vicente (1° Suplente);Valéria de Silva Martins Poletti (2° Suplente);Zenilton José da Rocha (3° Suplente",https://drive.ifsp.edu.br/s/5tuAauhm6GwqduB,altera CPV.083/2019; 0175/2018
2019,CPV.0093,05/29/2019,Trata da designação de substituto ao cargo de Diretora-Adjunta Educacio-nal do IFSP – Câmpus Capivari.,S,,extinta,15/07 a 23/07/2019,,https://drive.ifsp.edu.br/s/OTMk98lbJhWQa0V,
2019,CPV.0094,06/07/2019,Trata da designação de substituta à função de Coordenadora Sociopeda-gógica do IFSP – Câmpus Capivari.,S,,extinta,10 a 19 de junho de 2019,,https://drive.ifsp.edu.br/s/BG4ATShGWz5Ed76,
2019,CPV.0095,06/13/2019,Trata da nomeação dos membros do Conselho de Câmpus do IFSP-Câmpus Capivari.,M,,extinta,sem mandato expresso,,https://drive.ifsp.edu.br/s/dl7iDfxfUoZbCMI,altera CPV.0070/2019; 0038/2019; CPV.0108/2018; 0071/2018; 0024/2018;  0174/2017.
2019,CPV.0096,06/13/2019,Trata da designação dos membros da Subcomissão de Avaliação de Documentos-SubCOPAD do IFSP-Câmpus Capivari.,C,,Revogada pela portaria CPV IFSP nº 0135/2021,encerra em 13 de junho de 2021,"Grazielle Cristine Elias;Michele Cristina dos Santo",https://drive.ifsp.edu.br/s/d0X0BcZUpbW2x4m,
2019,CPV.0097,06/19/2019,Trata da designação de substituto à Função Gratificada de Coordenador de Licitações e Contratos do iFSP -Campus Capivari.,S,,extinta,25 de julho a 04 de agosto de 2019,,https://drive.ifsp.edu.br/s/VfjxvEL43lTRf6e,
2019,CPV.0098,06/19/2019,Trata da aprovação de Projeto Institucional do IFSP-Câmpus Capivari para o 1ª semestre de 2019.,C,,extinta,sem mandato expresso,,https://drive.ifsp.edu.br/s/7IpFnxOghPC1frs,
2019,CPV.0099,06/19/2019,Trata da aprovação de Projeto Institucional do IFSP-Câmpus Capivari para o 1ª semestre de 2019.,C,,extinta,sem mandato expresso,,https://drive.ifsp.edu.br/s/8y8DA0RxquLq4OH,
2019,CPV.0100,06/26/2019,Trata da designação de substituto à Função Gratificada de Coordenador de Registros Acadêmicos do IFSP – Câmpus Capivari.,S,,extinta,11 de julho a 24 de julho,,https://drive.ifsp.edu.br/s/6RWhEe6D8GKCwcE,
2019,CPV.0101,06/26/2019,"Trata da composição do Comitê de Pesquisa, Inovação e Pós-Graduação (COMPESQ) do IFSP-Câmpus Capivari.",C,,Alterada pela Portaria nº CPV.0042/2020,26 de junho 2019 a 25 de junho de 2021,,https://drive.ifsp.edu.br/s/VJK9Zmzp1tUMln8,
2019,CPV.0102,07/01/2019,Trata da designação dos membros da comissão com objetivo de proceder ao Inventário 2018 do IFSP – Câmpus Capivari.,C,,extinta,01 de julho de 2019 a 15 de agosto de 2019,,https://drive.ifsp.edu.br/s/FDujghIwVKKoKZF,
2019,CPV.0103,07/01/2019,Trata da designação dos membros da Comissão Verificadora de Aproveita-mento de Estudos da Área de Ciências Humanas e Sociais do Curso Técnico em Administração Integrado ao Ensino Médio na Modalidade de Educação de Jovens e Adultos do IFSP – Câmpus Capivari.,C,,revogada pela portaria nº CPV.0060/2020,sem mandato expresso,,https://drive.ifsp.edu.br/s/7ksftwRokJoe586,
2019,CPV.0104,07/01/2019,Trata da designação dos membros da Comissão Verificadora de Aproveitamento de Estudos da Área de Ciências Exatas e da Natureza do Curso Técnico em Administração Integrado ao Ensino Médio na Modalidade de Educação de Jovens e Adultos do IFSP – Câmpus Capivari,C,,revogada pela portaria nº CPV.0060/2020,sem mandato expresso,,https://drive.ifsp.edu.br/s/SS7eCpJ67Nym1S5,
2019,CPV.0105,07/01/2019,"Trata da revogação da Portaria nº CPV.0063/2019, de 05 de abril de 2019.(aproveitamento de estudos)",R,,extinta,sem mandato expresso,,https://drive.ifsp.edu.br/s/ym2Am0pNMSd1iSx,revoga CPV.0063/2019
2019,CPV.0106,07/02/2019,Trata da designação dos fiscais do Contrato 05.712/2019 do IFSP-Câmpus Capivari.(PAULISTANA),F,,Alterada pela Portaria nº CPV.0103/2021,vigência do contrato,"Gilberto Bulgraen Junior;Renan Giollo Francisco; César Eduardo Armelin; Eduardo Camargo Maia;Luciane Belini de Oliveira Sabó;Antonio Carlos da Silva Bomfi",https://drive.ifsp.edu.br/s/oBQP7bi5t2eLgn1,
2019,CPV.0107,07/02/2019,Trata da designação dos fiscais do Contrato 06.712/2019 do IFSP-Câmpus Capivari.(ARCOM),F,,Alterada pela Portaria nº CPV.0104/2021,vigência do contrato,"Gilberto Bulgraen Junior;Antonio Carlos da Silva Bomfim;César Eduardo Armelin;Zenilton José da Rocha",https://drive.ifsp.edu.br/s/offKG1xTAqpNJ0l,revoga CPV. 0041/2016
2019,CPV.0108,07/03/2019,Trata do horário de funcionamento do IFSP-Câmpus Capivari no período de 05 a 27 de julho de 2019.,,,extinta,até 27 de julho de 2019,,https://drive.ifsp.edu.br/s/s9tXtlO1cuzPyCs,
2019,CPV.0109,07/03/2019,Trata da designação de substituto ao Cargo de Direção de Diretor-Geral do IFSP – Câmpus Capivari.,S,,extinta,11 a 20 de julho,,https://drive.ifsp.edu.br/s/L1JXw3ViOa3J663,
2019,CPV.0110,07/03/2019,"Trata da revogação da Portaria nº CPV.0183/2017, de 04 de dezembro de 2017(equipe de planejamento de contratação)",R,,extinta,sem mandato,,https://drive.ifsp.edu.br/s/qkpt2XEq2AalSSs,Revoga CPV. 0183/2017
2019,CPV.0111,07/03/2019,"Trata da revogação da Portaria nº CPV.0121/2018, de 08 de agosto de 2018.(comissão de estudo de implantação de mepresa júnior)",R,,extinta,sem mandato,,https://drive.ifsp.edu.br/s/VFSiLVjiCgV4KBq,Revoga CPV. 0121/2018
2019,CPV.0112,07/03/2019,"Trata da revogação da Portaria nº CPV.0099/2017, de 22 de junho de 2017.(comissão PPC pós GTI)",R,,extinta,sem mandato,,https://drive.ifsp.edu.br/s/EwDOGXsofojOUOc,Revoga CPV. 0099/2017
2019,CPV.0113,07/03/2019,Trata da designação dos membros da Comissão de Apoio para Efetivação de Matrícula e Análise de Documentação de Candidatos que optaram pelo Sistema de Reserva de Vagas.,C,,extinta,até fim das matrículas,,https://drive.ifsp.edu.br/s/Ie3g7BeL9fHqZVO,
2019,CPV.0114,07/03/2019,Trata da designação dos membros da Comissão para Elaboração e Imple-mentação do Projeto Pedagógico do Curso  (CEIC) Técnico em Alimentos Integra-do ao Ensino Médio – Modalidade PROEJA do IFSP-Câmpus Capivari.,C,,Alterada pela portaria nº CPV.0152/2019,até 11 de abril de 2022,"Fernanda Ortolan ;Alexandre Santa Bárbara Azevedo;Carolina Marocco Corneta ;Gislaine Vieira Damiani ;Grazielle Cristine Elias ;Gustavo Baptistella Leite da Silva ;Isabel Cristina das Chagas Oliveira ;Luís Eduardo Pais dos Santos ;Mateus Nordi Esperança ;Talita Barbosa Planticoski Bulgraen",https://drive.ifsp.edu.br/s/hFQa7cMdOrpuGIt,Altera CPV. 0066/2019
2019,CPV.0115,07/22/2019,"Trata da designação de substituto ao membro presidente da Comissão de Inventário Físico Anual dos Bens Imóveis, Móveis e Intangíveis e do Almoxarifado 2018 do IFSP – Câmpus Capivari",C,,extinta,22 de julho a 09 de agosto de 2019,,https://drive.ifsp.edu.br/s/qEkTNkdCCwCjMaJ,
2019,CPV.0116,07/29/2019,Trata da designação de substituto à Função de Coordenador de Extensão do IFSP – Câmpus Capivari.,S,,extinta,05 a 09 de agosto de 2019,,https://drive.ifsp.edu.br/s/dRYfRgmcIjJyoQs,
2019,CPV.0117,08/01/2019,Trata da aprovação de Projeto Institucional do IFSP-Câmpus Capivari para o 2ª semestre de 2019 - Lançamento foguetes,C,,Alterada pela portaria nº CPV.0145/2019,Até fim do 2º Sem. 2019,,https://drive.ifsp.edu.br/s/0o50kUHhNDN1c7q,
2019,CPV.0118,08/01/2019,Trata da aprovação de Projeto Institucional do IFSP-Câmpus Capivari para o 2ª semestre de 2019 -Fábrica de softwares,C,,Alterada pela portaria nº CPV.0169/2019,Até fim do 2º Sem. 2019,,https://drive.ifsp.edu.br/s/AYkAOAjoqAKGRxb,
2019,CPV.0119,08/01/2019,Trata da aprovação de Projeto Institucional do IFSP-Câmpus Capivari para o 2ª semestre de 2019 - Grupo de estudos INovaAPl,C,,extinta,Até fim do 2º Sem. 2019,,https://drive.ifsp.edu.br/s/vBIxAf1eFsMx4xU,
2019,CPV.0120,08/01/2019,Trata da aprovação de Projeto Institucional do IFSP-Câmpus Capivari para o 2ª semestre de 2019 -  Agentes de Prospecção de Projetos de Inovação (API) ,C,,Alterada pela Portaria nº CPV.0193/2019,Até fim do 2º Sem. 2019,,https://drive.ifsp.edu.br/s/Snw0W0asUh6elvd,
2019,CPV.0121,08/01/2019,Trata da aprovação de Projeto Institucional do IFSP-Câmpus Capivari para o 2ª semestre de 2019  - - Elaboração de logotipo e inventário visual em comemoração 10 anos do Câmpus IFSP Capivari 2019-2020,C,,extinta,Até fim do 2º Sem. 2019,,https://drive.ifsp.edu.br/s/xCRFI3d69TodP6g,
2019,CPV.0122,08/01/2019,Trata da aprovação de Projeto Institucional do IFSP-Câmpus Capivari para o 2ª semestre de 2019 - Elaboração de material de apoio ao estágio curricular obrigatório para o curso de licenciatura,C,,extinta,Até fim do 2º Sem. 2019,,https://drive.ifsp.edu.br/s/vbAoNvHEeMSQO2D,
2019,CPV.0123,08/01/2019,Trata da aprovação de Projeto Institucional do IFSP-Câmpus Capivari para o 2ª semestre de 2019 - Grupo de Estudos em Redes de Computadores,C,,extinta,Até fim do 2º Sem. 2019,,https://drive.ifsp.edu.br/s/uCwpGQpiohWoMvP,
2019,CPV.0124,08/01/2019,Trata da aprovação de Projeto Institucional do IFSP-Câmpus Capivari para o 2ª semestre de 2019 - Análise e Caracterização Elétrica das Propriedades de Emissão de Campo de Amostras de Nanotubos de Carbono,C,,extinta,Até fim do 2º Sem. 2019,,https://drive.ifsp.edu.br/s/duynStKjFhm7yFn,
2019,CPV.0125,08/01/2019,Trata da aprovação de Projeto Institucional do IFSP-Câmpus Capivari para o 2ª semestre de 2019 - Grupo de Sistematização do Projeto de Inovação da Licenciatura em Química,C,,Alterada pela CPV.0141/2019,Até fim do 2º Sem. 2019,,https://drive.ifsp.edu.br/s/sMCDagDqC0COPY1,
2019,CPV.0126,08/01/2019,Trata da designação de membros de banca examinadora para processo seletivo simplificado de professor substituto de Artes do IFSP-Câmpus Capivari.,C,,extinta,sem mandado expresso,,https://drive.ifsp.edu.br/s/nfj2nW9Z0Vn03jp,
2019,CPV.0127,08/01/2019,Trata da designação de membros de banca examinadora para processo seletivo simplificado de professor substituto de Engenharia Química/Química Tecnológicado IFSP-Câmpus Capivari.,C,,extinta,sem mandado expresso,,https://drive.ifsp.edu.br/s/Q2jHF6UIKKvwgNz,
2019,CPV.0128,08/01/2019,Trata da designação de membros de banca examinadora para processo seletivo simplificado de professor substituto de Letras - Inglês do IFSP-Câmpus Capivari.,C,,extinta,sem mandado expresso,,https://drive.ifsp.edu.br/s/ODuVmXlW1uDuLPC,
2019,CPV.0129,08/01/2019,Trata da designação de membros de banca examinadora para processo seletivo simplificado de professor substituto de Informática do IFSP-Câmpus Capivari.,C,,extinta,sem mandado expresso,,https://drive.ifsp.edu.br/s/KaBTBes6Xm17FZX,
2019,CPV.0130,08/05/2019,Trata da aprovação de Projeto Institucional do IFSP-Câmpus Capivari para o 2ª semestre de 2019,C,,Alterada pela portaria nº CPV.0171/2019,Até fim do 2º Sem. 2019,,https://drive.ifsp.edu.br/s/wjsmHUHuWBqbas5,
2019,CPV.0131,08/07/2019,Trata da designação dos membros da Comissão para Elaboração e Imple-mentação do Projeto Pedagógico do Curso Técnico em Informática Integrado ao Ensino Médio do IFSP - Câmpus Capivari.,C,,Alterada pela portaria nº CPV.0033/2020,encerra com a formatura da primeira turma do novo curriculo a ser proposto,,https://drive.ifsp.edu.br/s/SpGjRFcQSnZmeec,Altera CPV.0084/2019; 0027/2019; 0118/2018; 0043/2018; 0021/2017; 0005/2016.
2019,CPV.0132,08/07/2019,Trata da designação dos membros da Comissão Organizadora da VII Semana de Ciência e Tecnologia do IFSP – Câmpus Capivari.,C,,extinta,sem mandado expresso,,https://drive.ifsp.edu.br/s/GSgHLnSwRBsIZmL,Altera CPV.0091/2019; 0041/2019; 
2019,CPV.0133,08/07/2019,Trata da designação dos membros da Comissão para Avaliação de Atividade Docente – CAAD de Linguagens do IFSP – Câmpus Capivari.,M,,Alterada pela portaria nº CPV.0035/2020,Até 18 de maio de 2020,,https://drive.ifsp.edu.br/s/E6U4JD3L7UHdQIS,Altera CPV.0086/2018
2019,CPV.0134,08/07/2019,Trata da designação dos membros do Núcleo de Apoio às Pessoas com Necessidades Educacionais Específi-cas – NAPNE do IFSP-Câmpus Capi-vari.,C,,Alterada Pela Portaria CPV.0162/2019,"Dois anos para o Representante do NAPNE e para o Secretário - vencimento 15/08/2020, podendo haver recondução por mais um ano. Demais membros não se fala nada - 15/08/2020",,https://drive.ifsp.edu.br/s/T6zXW4oFUAgyeIp,Altera CPV.0028/2019; 0159/2018; 0133/2018; 0055/2018; 0129/2017; 0086/2017; 0022/2017; 0121/2016; 0103/2016; 0017/2016; 0133/2015; 0076/2015; 0075/2015;0032/2015/2015; 4224/2014
2019,CPV.0135,08/19/2019,Trata da designação de substituto à Função Gratificada de Coordenador de Registros Acadêmicos do IFSP – Câmpus Capivari.,S,,extinta,de 02 de setembro de 2019 até dia 20 de outubro de 2019,,https://drive.ifsp.edu.br/s/5CUbJvGYnT8qd1p,
2019,CPV.0136,08/19/2019,Trata da designação de substituto à Função Gratificada de Coordenador de Registros Acadêmicos do IFSP – Câmpus Capivari.,S,,extinta,de 21 de outubro até 30 de novembro de 2019,,https://drive.ifsp.edu.br/s/Nq5F2Xeb0A4Aern,
2019,CPV.0137,08/19/2019,Trata da revogação de portarias de designação de fiscais de contrato.,R,,extinta,sem mandato expresso,,https://drive.ifsp.edu.br/s/55fv8sfXVQAT5Yc,Revoga CPV.0013/2016; CPV.0016/2016; CPV.0111/2017; CPV.0179/2017; CPV.0180/2017; CPV.0034/2018; CPV.0082/2018; CPV.0179/2018; CPV.0186/2018; CPV.0015/2019.
2019,CPV.0138,08/19/2019,Trata da designação de substituto ao Cargo de Direção de Diretor-Geral do IFSP – Câmpus Capivari.,S,,extinta,de 03 de setembro  a 13 de setembro de 2019,,https://drive.ifsp.edu.br/s/nPYhjXUlNMFH3aX,
2019,CPV.0139,08/26/2019,Trata da nomeação dos membros da Comissão para Estudo de Viabilidade da Oferta de Curso de Pós-Graduação na Área de Educação em Ciências do IFSP – Câmpus Capivari.,C,,Alterada pela portaria nº CPV.0045/2020,sem mandato expresso,,https://drive.ifsp.edu.br/s/VgngKuwILc4WCRc,
2019,CPV.0140,08/26/2019,Trata da nomeação dos membros da Comissão para Estudo de Viabilidade da Oferta de Curso de Pós-Graduação na Área de Linguagens do IFSP – Câmpus Capivari.,C,,Alterada pela portaria nº CPV.0046/2020,sem mandato expresso,,https://drive.ifsp.edu.br/s/75XH0C0UwwuRxgu,
2019,CPV.0141,08/28/2019,Trata da aprovação de Projeto Institucional do IFSP-Câmpus Capivari para o 2ª semestre de 2019.,C,,extinta,Até fim do 2º Sem. 2019,,https://drive.ifsp.edu.br/s/EzUbOIY59J0urZ0,Altera CPV. 0125/2019
2019,CPV.0142,08/28/2019,Dispõe sobre a prorrogação do mandato dos membros do Colegiado do Curso de Licenciatura em Química do IFSP – Câmpus Capivari.,M,,extinta,até dia 06 de setembro de 2019,,https://drive.ifsp.edu.br/s/8MfOtsLQ9FyZyQR,Altera CPV.0140/2018; 0129/2018; 0126/2017
2019,CPV.0143,08/28/2019,Dispõe sobre a prorrogação do mandato dos membros discentes do Colegiado do Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas do IFSP – Câmpus Capivari.,M,,extinta,até dia 06 de setembro de 2019,,https://drive.ifsp.edu.br/s/m2LRTYb5HrLpGBd,Altera CPV.034/2019
2019,CPV.0144,08/28/2019,Dispõe sobre a prorrogação do mandato dos membros discentes do Colegiado do Curso Superior de Tecnologia em Processo Químicos do IFSP – Câmpus Capivari.,M,,extinta,até dia 06 de setembro de 2019,,https://drive.ifsp.edu.br/s/QbuIdNUBci7TRfK,Altera CPV. 035/2019
2019,CPV.0145,09/28/2019,Trata da aprovação de Projeto Institucional do IFSP-Câmpus Capivari para o 2ª semestre de 2019,C,,extinta,Até fim do 2º Sem. 2019,,https://drive.ifsp.edu.br/s/n4uEznD3gal2WwS,Altera CPV.0117/2019
2019,CPV.0146,08/03/2019,Institui a Comissão de Acompanhamento e Fiscalização do Acordo de Colaboração Técnica entre o Instituto Federal de São Paulo – IFSP e o Universidade Federal Rural do Rio de Janeiro,C,,Alterada pela Portaria nº CPV.0084/2021,sem mandato expresso,,https://drive.ifsp.edu.br/s/5uqLIK7odyC5qIB,
2019,CPV.0147,09/05/2019,Trata da designação de substituta à função de Coordenadora de Biblioteca do IFSP-Câmpus Capivari.,S,,extinta,09 a 24 de setembro de 2019,,https://drive.ifsp.edu.br/s/DcHgXXThuA7WKUL,
2019,CPV.0148,09/05/2019,Trata da designação de substituto à função gratificada de Coordenador de Contabilidade e Finanças do IFSP-Câmpus Capivari.,S,,extinta,11 a 23 de setembro de 2019,,https://drive.ifsp.edu.br/s/eXGRFwN4djqzN8p,
2019,CPV.0149,09/06/2019,Trata da designação dos membros do Colegiado do Curso Superior de Tecnologia em Processos Químicos do IFSP - Câmpus Capivari.,M,,Alterada pela Portaria nº CPV.0158/2020,servidores: até 01 de stembro de 2020; discentes: 05 de setembro de 2020,,https://drive.ifsp.edu.br/s/smB504MM3l9vwis,Altera CPV. 0081/2019; 139/2018
2019,CPV.0150,09/06/2019,Trata da designação dos membros do Colegiado do Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas do IFSP - Câmpus Capivari.,M,,Alterada pela Portarianº CPV.0159/2020,servidores: até 01 de stembro de 2020; discentes: 05 de setembro de 2020,,https://drive.ifsp.edu.br/s/yU10tkxHbl1wk96,Altera CPV.0141/2018
2019,CPV.0151,09/06/2019,Trata da designação dos membros do Colegiado do Curso Superior de Licenciatura em Química do IFSP - Câmpus Capivari.,M,,Alterada Pela Portaria nº CPV.0081/2020,até  05 de setembro de 2020( todos),,https://drive.ifsp.edu.br/s/Y2SsFMhOo3tuU9Z,
2019,CPV.0152,09/09/2019,Trata da designação dos membros da Comissão para Elaboração e Implementação do Projeto Pedagógico do Curso  (CEIC) Técnico em Alimentos Integra-do ao Ensino Médio – Modalidade PROEJA do IFSP-Câmpus Capivari.,C,,Alterada pela Portaria nº CPV.0121/2020,Até 11 de abril de 2022,,https://drive.ifsp.edu.br/s/oKH1maqzsdTepwf,Altera CPV0114/2019; 0066/2019
2019,CPV.0153,09/11/2019,Trata da designação dos fiscais de contrato 08.712/2019 do IFSP-Câmpus Capivari.(ASSHORTE),F,,Alterada Pela Portaria nº CPV.0191/2019,Até o fim do contrato,,https://drive.ifsp.edu.br/s/QLVcZwHTQIjzNO9,
2019,CPV.0154,09/11/2019,Trata da designação dos fiscais de contrato 09.712/2019 do IFSP-Câmpus Capivari.(COOPAMSP),F,,Alterada Pela Portaria nº CPV.0190/2019,Até o fim do contrato,,https://drive.ifsp.edu.br/s/JLdAQMT8yHlxgWO,
2019,CPV.0155,09/16/2019,Trata da designação dos membros da Comissão para Elaboração e Imple-mentação do Projeto Pedagógico do Curso (CEIC)  Técnico em Recursos Humanos Concomitante/Subsequente do IFSP-Câmpus Capivari.,C,,Alterada Pela Portaria nº CPV.0047/2020,Até formatura da primeira turma do curso,,https://drive.ifsp.edu.br/s/lpc8VmlqknyxHgs,Altera CPV.0087/2019; 00161/2018; 0106/2018; 0030/2018
2019,CPV.0156,09/18/2019,Trata da designação de substituto à função de Diretor-Adjunto em Administração do IFSP-Câmpus Capivari.,S,,extinta,23/092019 a 02/10/2019,,https://drive.ifsp.edu.br/s/nLGtBQKGuyzcQNz,
2019,CPV.0157,09/18/2019,Trata da designação de substituto à função de Diretor-Adjunto em Administração do IFSP-Câmpus Capivari.,S,,extinta,03/10/2019 a 11/10/2019,,https://drive.ifsp.edu.br/s/DDMeP1gvrndk28Z,
2019,CPV.0158,09/19/2019,Trata da designação de substituto à função de Coordenadora de Apoio à Direção do IFSP-Câmpus Capivari.,S,,Alterada Pela Portaria nº CPV.0166/2019,de 21 de setembro de 2019 a 02 de outubro de 2019,,https://drive.ifsp.edu.br/s/V4Ji2xgw9SirH15,
2019,CPV.0159,09/23/2019,Trata da designação de substituto à função de Coordenadora de Tecnologia da informação do IFSP-Câmpus Capivari.,S,,extinta,31 de outbro de 2019 a 14 de novembro de 2019,,https://drive.ifsp.edu.br/s/U80E9Yp19B30H9y,
2019,CPV.0160,09/24/2019,Trata da Designação dos membros da Comissão Verificadora de Aproveitamento de Estudos do Curso Técnico em Administração Integrado ao Ensino Médio na Modalidade de Educação de Jovens e Adultos do IFSP – Câmpus Capivari.,C,,Alterada Pela Portaria nº CPV.0060/2020,sem mandato expresso,,https://drive.ifsp.edu.br/s/0X1iIMfIscSBJEv,
2019,CPV.0161,09/24/2019,Trata da designação dos membros da Comissão Própria de Avaliação-CPA Local do IFSP-Câmpus Capivari.,C,,Alterada Pela Portaria nº CPV.0118/2020/2020,sem mandato expresso,,https://drive.ifsp.edu.br/s/15P7tucdSXF1NDM,Altera CPV.0013/2019; 0122/2018; 0098/2018;
2019,CPV.0162,09/24/2019,Trata da designação dos membros do Núcleo de Apoio às Pessoas com Necessidades Educacionais Específi-cas – NAPNE do IFSP-Câmpus Capi-vari.,C,,Alterada Pela Portaria nº CPV.0181/2019,ate 15 de agosto de 2020,,https://drive.ifsp.edu.br/s/7MNQpLHYOE1frjo,Altera CPV.0134/2019; 0028/2019; 0159/2018; 0133/2018; 0055/2018; 0129/2017; 0086/2017; 0022/2017; 0121/2016; 0103/2016; 0017/2016; 0133/2015; 0076/2015; 0075/2015;0032/2015/2015; 4224/2014
2019,CPV.0163,09/24/2019,Trata da designação dos membros da Comissão Local de Permanência e Êxito dos Estudantes do IFSP - Câmpus Capivari.,C,,Alterada pela Portaria nº CPV.0037/2020,sem mandato expresso,,https://drive.ifsp.edu.br/s/uihRYwvKcMN21IH,Altera CPV.0082/2019; 156/2018;0052/2018; 0116/2017
2019,CPV.0164,09/26/2019,Trata da composição da comissão eleitoral do IFSP-Câmpus Capivari para condução do processo de eleições de conselheiros do Conselho de Câmpus.,C,,extinta,Até o fim da eleição,,https://drive.ifsp.edu.br/s/2WoWQtprtITqbV7,
2019,CPV.0165,09/27/2019,trata da designação da servidora para desempenhar as funções de secretária ad ho da comissão de processo administrativo disciplinar nº 23305.000962.2016-13,C,,extinta,sem mandato expresso,,https://drive.ifsp.edu.br/s/DcxiDHMjfbMtEXT,
2019,CPV.0166,10/01/2019,Trata da designação de substituto à função de Coordenadora de Apoio à Direção do IFSP-Câmpus Capivari.,C,,extinta,até o dia 30 de setembro de 2019,,https://drive.ifsp.edu.br/s/YxZM4D4RbtGebKC,Altera CPV.0158/2019
2019,CPV.0167,10/04/2019,"Trata da designação do Presidente da Comissão Eleitoral do IFSP – Câmpus Capivari para condução do processo de eleições de representantes docentes, discente e técnico-administrativos ao Conselho de Câmpus.",C,,extinta,Até término das eleições,,https://drive.ifsp.edu.br/s/YnTw5WJaQQxlfRx,
2019,CPV.0168,10/04/2019,Trata da designação dos membros do Núcleo Docente Estruturante do Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas do IFSP – Câmpus Capivari.,M,,Alterada pela portaria nº CPV.0077/2021,Rafael D. (Até 08/04/2023); Rolando e Wagner M.(08/04/2022);  Vitor B. e Rafael W. (08/04/2021),,https://drive.ifsp.edu.br/s/qIdqvwWglRZhJ8u,Altera CPV.0074/2018
2019,CPV.0169,10/04/2019,Trata da aprovação de Projeto Institucional do IFSP-Câmpus Capivari para o 2ª semestre de 2019.,,,extinta,Até fim do 2º Semestre,,https://drive.ifsp.edu.br/s/QPOJKMOvwceMlyN,Altera CPV.0118/2019
2019,CPV.0170,10/04/2019,Trata da aprovação de Projeto Institucional do IFSP-Câmpus Capivari para o 2ª semestre de 2019.,C,,Alterada pela portaria nº CPV.0197/2019,Até fim do 2º Semestre,,https://drive.ifsp.edu.br/s/aY8vtz37Zqj8ljh,
2019,CPV.0171,10/04/2019,Trata da aprovação de Projeto Institucional do IFSP-Câmpus Capivari para o 2ª semestre de 2019.,C,,extinta,Até fim do 2º Semestre ,,https://drive.ifsp.edu.br/s/uFbmODLwqUgH0mn,AlteramCPV.130/2019
2019,CPV.0172,10/04/2019,Trata da designação dos fiscais do Contrato 03.712/2017 do IFSP-Câmpus Capivari.(EWT ELEVADORES),F,P,Revogada pela Portaria nº 049/2022,Até fim do contrato,Gilmar Tadeu Pereira da Cruz ; Gustavo Baptistella Leite da Silva ;Geraldo Amaral Adão ,https://drive.ifsp.edu.br/s/Pj45Kmk7bpW0rKg,ALtera CPV.0011/2019; 0012/2017
2019,CPV.0173,10/04/2019,"Trata da aprovação do Código Eleitoral para as eleições dos representantes discentes, docentes e técnico-administrativos no CONCAM do IFSP-Câmpus Capivari para o mandato 2019-2021.",C,,extinta,Até término das eleições,,https://drive.ifsp.edu.br/s/EuVvnjiRM11r6BQ,
2019,CPV.0174,10/10/2019,"Trata da designação de substituto à função de Coordenador de Manutenção, Almoxarifado e Patrimônio do IFSP – Câmpus Capivari.",S,,extinta,16 de outubro a 08 de novembro de 2019,,https://drive.ifsp.edu.br/s/LVUQbSktxIdKea7,
2019,CPV.0175,10/11/2019,Trata da designação de substituta à função de Coordenadora Sociopeda-gógica do IFSP – Câmpus Capivari.,S,,extinta,16 a 25 de outubro de 2019,,https://drive.ifsp.edu.br/s/mKy073Z18SUGgqp,
2019,CPV.0176,10/16/2019,Trata da designação dos membros da Brigada de Incêndio do IFSP – Câmpus Capivari.,C,,Alterada Pela portaria nº 0194/2019,sem mandato expresso,,https://drive.ifsp.edu.br/s/rbGgxcHuFRbv382,Altera CPV.077/2019; 069/2018
2019,CPV.0177,10/18/2019,"Trata da revogação da Portaria nº CPV.0076/2019, de 02 de maio de 2019.",R,,extinta,sem mandato expresso,,https://drive.ifsp.edu.br/s/XUjb0PxRyQKeSoU,Revoga CPV.0076/2019
2019,CPV.0178,10/18/2019,Trata da designação dos fiscais do contrato 10.712/2019 do IFSP – Câmpus Capivari.(MET LIFE SEG DE VIDA),F,P,Revogada pela Portaria nº 049/2022,Até o fim do contrato,Gustavo Baptsistella Leite da Silva; Alexandre Camargo Maia,https://drive.ifsp.edu.br/s/LPP25WNDsW3xz8U,
